analysis_type,policy,date,final_vs_original_non_emergency_yuan,sequential_revision_non_emergency_yuan,difference_yuan
fixed existing policy trajectory repricing,C1,2025-11-12,54132.76952711521,54132.76952711521,0.0
fixed existing policy trajectory repricing,C1,2025-11-13,48402.648443310834,48402.648443310834,0.0
fixed existing policy trajectory repricing,C1,2025-11-14,20238.380069327788,20238.380069327788,0.0
fixed existing policy trajectory repricing,C1,2025-11-15,20676.14326673184,20676.14326673184,0.0
fixed existing policy trajectory repricing,C1,2025-11-16,53190.663090303126,53190.663090303126,0.0
fixed existing policy trajectory repricing,C1,2025-11-17,47427.92556003127,47427.92556003127,0.0
fixed existing policy trajectory repricing,C1,2025-11-18,50966.4824002797,50966.4824002797,0.0
fixed existing policy trajectory repricing,C1,2025-11-19,52083.30167415121,52083.30167415121,0.0
fixed existing policy trajectory repricing,C1,2025-11-20,51270.349677366255,51270.349677366255,0.0
fixed existing policy trajectory repricing,C1,2025-11-21,19950.92277189041,19950.92277189041,0.0
fixed existing policy trajectory repricing,C1,2025-11-22,23735.35313548719,23735.35313548719,0.0
fixed existing policy trajectory repricing,C1,2025-11-23,52744.29807971922,52744.29807971922,0.0
fixed existing policy trajectory repricing,C1,2025-11-24,49879.56352207822,49879.56352207822,0.0
fixed existing policy trajectory repricing,C1,2025-11-25,58176.18030051698,58176.18030051698,0.0
fixed existing policy trajectory repricing,C1,2025-11-26,55570.41995064452,55570.41995064452,0.0
fixed existing policy trajectory repricing,C1,2025-11-27,52868.75579909303,52868.75579909303,0.0
fixed existing policy trajectory repricing,C1,2025-11-28,19899.983427383788,19899.983427383788,0.0
fixed existing policy trajectory repricing,C1,2025-11-29,25645.50067103177,25645.50067103177,0.0
fixed existing policy trajectory repricing,C1,2025-11-30,54175.84984426938,54175.84984426938,0.0
fixed existing policy trajectory repricing,C1,2025-12-01,57681.66787531746,57681.66787531746,0.0
fixed existing policy trajectory repricing,C1,2025-12-02,59284.405817282095,59284.405817282095,0.0
fixed existing policy trajectory repricing,C1,2025-12-03,53265.61282572215,53265.61282572215,0.0
fixed existing policy trajectory repricing,C1,2025-12-04,58827.71677930398,58827.71677930398,0.0
fixed existing policy trajectory repricing,C1,2025-12-05,23409.580718929177,23409.580718929177,0.0
fixed existing policy trajectory repricing,C1,2025-12-06,24106.304423361154,24106.304423361154,0.0
fixed existing policy trajectory repricing,C1,2025-12-07,60298.95349172046,60298.95349172046,0.0
fixed existing policy trajectory repricing,C1,2025-12-08,66530.2877961187,66530.2877961187,0.0
fixed existing policy trajectory repricing,C1,2025-12-09,65916.7443637644,65916.7443637644,0.0
fixed existing policy trajectory repricing,C1,2025-12-10,61673.21594910382,61673.21594910382,0.0
fixed existing policy trajectory repricing,C1,2025-12-11,65642.16505439613,65642.16505439613,0.0
fixed existing policy trajectory repricing,C1,2025-12-12,28704.3022194759,28704.3022194759,0.0
fixed existing policy trajectory repricing,C1,2025-12-13,28765.519871637425,28765.519871637425,0.0
fixed existing policy trajectory repricing,C1,2025-12-14,61117.320326131885,61117.320326131885,0.0
fixed existing policy trajectory repricing,C1,2025-12-15,60984.54267967067,60984.54267967067,0.0
fixed existing policy trajectory repricing,C1,2025-12-16,67604.66238728267,67604.66238728267,0.0
fixed existing policy trajectory repricing,C1,2025-12-17,66155.30466375864,66155.30466375864,0.0
fixed existing policy trajectory repricing,C1,2025-12-18,62185.57006774248,62185.57006774248,0.0
fixed existing policy trajectory repricing,C1,2025-12-19,29261.12915624069,29261.12915624069,0.0
fixed existing policy trajectory repricing,C1,2025-12-20,27625.22316699413,27625.22316699413,0.0
fixed existing policy trajectory repricing,C1,2025-12-21,63113.52463095634,63113.52463095634,0.0
fixed existing policy trajectory repricing,C1,2025-12-22,64294.40164462067,64294.40164462067,0.0
fixed existing policy trajectory repricing,C1,2025-12-23,63172.01801949336,63172.01801949336,0.0
fixed existing policy trajectory repricing,C1,2025-12-24,62025.939578162455,62025.939578162455,0.0
fixed existing policy trajectory repricing,C1,2025-12-25,59920.73039834251,59920.73039834251,0.0
fixed existing policy trajectory repricing,C1,2025-12-26,26062.758375513116,26062.758375513116,0.0
fixed existing policy trajectory repricing,C1,2025-12-27,28027.049559313866,28027.049559313866,0.0
fixed existing policy trajectory repricing,C1,2025-12-28,63496.58615640953,63496.58615640953,0.0
fixed existing policy trajectory repricing,C1,2025-12-29,62074.11758192355,62074.11758192355,0.0
fixed existing policy trajectory repricing,C1,2025-12-30,64202.106995497605,64202.106995497605,0.0
fixed existing policy trajectory repricing,C1,2025-12-31,65189.09798307273,65189.09798307273,0.0
fixed existing policy trajectory repricing,C2,2025-02-01,28327.25552669199,28331.00432173741,3.7487950454196834
fixed existing policy trajectory repricing,C2,2025-02-02,64063.66651896787,67754.5132034535,3690.8466844856375
fixed existing policy trajectory repricing,C2,2025-02-03,70075.30711594738,70082.10660817126,6.799492223886773
fixed existing policy trajectory repricing,C2,2025-02-04,72604.06188015638,72878.23595846035,274.1740783039713
fixed existing policy trajectory repricing,C2,2025-02-05,62004.27365066212,62342.24623058357,337.97257992145023
fixed existing policy trajectory repricing,C2,2025-02-06,64213.07928277616,65971.33827667973,1758.258993903568
fixed existing policy trajectory repricing,C2,2025-02-07,32618.42167896632,32730.44939166631,112.02771269998993
fixed existing policy trajectory repricing,C2,2025-02-08,22724.205914773825,22847.79564175668,123.58972698285288
fixed existing policy trajectory repricing,C2,2025-02-09,59701.46215607414,59736.79402517917,35.33186910502991
fixed existing policy trajectory repricing,C2,2025-02-10,61094.488125509866,62086.210223411974,991.7220979021076
fixed existing policy trajectory repricing,C2,2025-02-11,53539.54621341312,55625.14563838426,2085.5994249711366
fixed existing policy trajectory repricing,C2,2025-02-12,54683.311411627175,54777.22520053791,93.91378891073691
fixed existing policy trajectory repricing,C2,2025-02-13,52268.74898516373,53007.79673892554,739.0477537618135
fixed existing policy trajectory repricing,C2,2025-02-14,28783.95905931183,28952.510124762543,168.55106545071249
fixed existing policy trajectory repricing,C2,2025-02-15,22599.33234834027,22720.139209579957,120.80686123968553
fixed existing policy trajectory repricing,C2,2025-02-16,59960.575545313375,62601.219250034206,2640.643704720831
fixed existing policy trajectory repricing,C2,2025-02-17,55034.98129395724,56188.65635902889,1153.6750650716567
fixed existing policy trajectory repricing,C2,2025-02-18,53769.23590432101,54198.38967534103,429.15377102002094
fixed existing policy trajectory repricing,C2,2025-02-19,51383.76596236211,51574.77175065738,191.00578829527512
fixed existing policy trajectory repricing,C2,2025-02-20,51365.172545901536,51700.26284157309,335.09029567155085
fixed existing policy trajectory repricing,C2,2025-02-21,18908.270621502168,18984.63870147795,76.36807997578217
fixed existing policy trajectory repricing,C2,2025-02-22,21893.53927440472,22897.074212382886,1003.5349379781655
fixed existing policy trajectory repricing,C2,2025-02-23,49569.43960606457,49906.60309489017,337.16348882560123
fixed existing policy trajectory repricing,C2,2025-02-24,49557.40163878175,49605.474707575704,48.073068793957646
fixed existing policy trajectory repricing,C2,2025-02-25,52675.044921843175,52703.42793054664,28.383008703465748
fixed existing policy trajectory repricing,C2,2025-02-26,48453.693286660906,48599.92562205843,146.23233539752255
fixed existing policy trajectory repricing,C2,2025-02-27,48607.98244973184,48899.82123959493,291.8387898630899
fixed existing policy trajectory repricing,C2,2025-02-28,19766.74888737531,19876.495926753632,109.74703937832237
fixed existing policy trajectory repricing,C2,2025-03-01,24216.230667215023,24869.171165082647,652.9404978676248
fixed existing policy trajectory repricing,C2,2025-03-02,60232.71718066146,61525.59118983323,1292.87400917177
fixed existing policy trajectory repricing,C2,2025-03-03,55846.787104239775,58315.7932843803,2469.0061801405245
fixed existing policy trajectory repricing,C2,2025-03-04,50198.7969222851,50412.91701719368,214.120094908576
fixed existing policy trajectory repricing,C2,2025-03-05,52621.55212434659,54442.476649075805,1820.9245247292129
fixed existing policy trajectory repricing,C2,2025-03-06,49007.31739564897,49085.729771896615,78.41237624764472
fixed existing policy trajectory repricing,C2,2025-03-07,21816.026226681253,22802.08603312731,986.0598064460573
fixed existing policy trajectory repricing,C2,2025-03-08,20347.894628587957,20974.560886594732,626.666258006775
fixed existing policy trajectory repricing,C2,2025-03-09,47053.29524090207,49834.44555082068,2781.1503099186084
fixed existing policy trajectory repricing,C2,2025-03-10,48763.43083061341,49291.973122758995,528.5422921455829
fixed existing policy trajectory repricing,C2,2025-03-11,44308.7338318752,45172.0132356462,863.2794037709973
fixed existing policy trajectory repricing,C2,2025-03-12,46408.40248702484,50157.14517947048,3748.7426924456377
fixed existing policy trajectory repricing,C2,2025-03-13,45772.19557350696,45991.57627099787,219.38069749091665
fixed existing policy trajectory repricing,C2,2025-03-14,18011.862657643076,18205.89165224113,194.02899459805485
fixed existing policy trajectory repricing,C2,2025-03-15,16356.384811898586,16530.61186074627,174.22704884768427
fixed existing policy trajectory repricing,C2,2025-03-16,44482.88967646458,44692.699553750695,209.80987728611217
fixed existing policy trajectory repricing,C2,2025-03-17,41962.81071220974,43525.552095602965,1562.7413833932223
fixed existing policy trajectory repricing,C2,2025-03-18,44212.24819724204,44622.40877817901,410.16058093696483
fixed existing policy trajectory repricing,C2,2025-03-19,42002.062362132994,42655.62456752542,653.5622053924235
fixed existing policy trajectory repricing,C2,2025-03-20,42970.02932388772,46006.119982593445,3036.090658705725
fixed existing policy trajectory repricing,C2,2025-03-21,15700.564179292667,16156.209348392798,455.64516910013117
fixed existing policy trajectory repricing,C2,2025-03-22,16544.21754121649,16840.98587421507,296.7683329985812
fixed existing policy trajectory repricing,C2,2025-03-23,42419.2703799166,42826.91699768193,407.64661776533467
fixed existing policy trajectory repricing,C2,2025-03-24,42317.29131821987,42461.76541933151,144.47410111164209
fixed existing policy trajectory repricing,C2,2025-03-25,44461.176024165776,46392.534177087764,1931.3581529219882
fixed existing policy trajectory repricing,C2,2025-03-26,40140.155656807314,40252.84372663874,112.68806983142713
fixed existing policy trajectory repricing,C2,2025-03-27,41504.10848569117,42274.30136196279,770.1928762716198
fixed existing policy trajectory repricing,C2,2025-03-28,16252.501203118274,16381.021159869117,128.51995675084254
fixed existing policy trajectory repricing,C2,2025-03-29,15222.613700152033,15437.654822061295,215.04112190926207
fixed existing policy trajectory repricing,C2,2025-03-30,39234.80305383994,39323.52114365213,88.71808981218783
fixed existing policy trajectory repricing,C2,2025-03-31,40206.0908502285,42540.746196265696,2334.6553460371942
fixed existing policy trajectory repricing,C2,2025-04-01,42423.449420549136,43137.87972245854,714.4303019094077
fixed existing policy trajectory repricing,C2,2025-04-02,45404.05406969795,46525.714485796096,1121.6604160981442
fixed existing policy trajectory repricing,C2,2025-04-03,41827.25306574394,43190.161550180615,1362.9084844366735
fixed existing policy trajectory repricing,C2,2025-04-04,14802.639241847908,15092.26238646838,289.62314462047107
fixed existing policy trajectory repricing,C2,2025-04-05,15039.993403024268,15126.634157353961,86.64075432969366
fixed existing policy trajectory repricing,C2,2025-04-06,41734.21213813356,41756.32945646453,22.11731833097292
fixed existing policy trajectory repricing,C2,2025-04-07,38411.46937362147,39397.0132820794,985.5439084579339
fixed existing policy trajectory repricing,C2,2025-04-08,41670.04255998928,42933.29300779254,1263.2504478032643
fixed existing policy trajectory repricing,C2,2025-04-09,43306.01105899672,43535.87062492779,229.85956593106675
fixed existing policy trajectory repricing,C2,2025-04-10,40116.26618455016,40466.725114671004,350.45893012084707
fixed existing policy trajectory repricing,C2,2025-04-11,14322.044809351302,14334.504493647419,12.459684296116393
fixed existing policy trajectory repricing,C2,2025-04-12,15212.704784668307,15582.038583431598,369.33379876329127
fixed existing policy trajectory repricing,C2,2025-04-13,40217.78139614304,40260.5706084639,42.78921232086577
fixed existing policy trajectory repricing,C2,2025-04-14,38305.39785321972,39629.653759352455,1324.2559061327338
fixed existing policy trajectory repricing,C2,2025-04-15,37065.40281146227,38298.09790355941,1232.6950920971358
fixed existing policy trajectory repricing,C2,2025-04-16,38976.62070298255,39673.14271478819,696.5220118056386
fixed existing policy trajectory repricing,C2,2025-04-17,37277.28922653899,37894.327657193404,617.0384306544147
fixed existing policy trajectory repricing,C2,2025-04-18,14048.89787683277,14102.59026110367,53.69238427090022
fixed existing policy trajectory repricing,C2,2025-04-19,14056.882296645685,14135.552950329373,78.67065368368822
fixed existing policy trajectory repricing,C2,2025-04-20,37787.5082435011,38083.31210635666,295.8038628555587
fixed existing policy trajectory repricing,C2,2025-04-21,36517.92857584029,38624.3803537683,2106.451777928007
fixed existing policy trajectory repricing,C2,2025-04-22,35707.97073058925,36954.11631679864,1246.1455862093862
fixed existing policy trajectory repricing,C2,2025-04-23,37539.20863620036,37853.38174215438,314.17310595401796
fixed existing policy trajectory repricing,C2,2025-04-24,35597.483009661635,35685.89629981984,88.4132901582052
fixed existing policy trajectory repricing,C2,2025-04-25,13719.590056577548,13906.204901447512,186.61484486996414
fixed existing policy trajectory repricing,C2,2025-04-26,13510.971232380263,13795.298690815102,284.32745843483826
fixed existing policy trajectory repricing,C2,2025-04-27,36832.12644775673,37217.60402967279,385.4775819160568
fixed existing policy trajectory repricing,C2,2025-04-28,42456.217853557966,42876.67537508151,420.45752152354544
fixed existing policy trajectory repricing,C2,2025-04-29,37383.39272726415,37518.727127260376,135.3343999962235
fixed existing policy trajectory repricing,C2,2025-04-30,34632.35834232867,35101.91196281318,469.55362048451207
fixed existing policy trajectory repricing,C2,2025-05-01,36950.769789679725,37184.155233760765,233.38544408103917
fixed existing policy trajectory repricing,C2,2025-05-02,15116.607345987386,15148.523111390066,31.915765402680336
fixed existing policy trajectory repricing,C2,2025-05-03,14532.919435848666,14633.412912429547,100.49347658088118
fixed existing policy trajectory repricing,C2,2025-05-04,35099.226660236105,36390.18200039589,1290.9553401597877
fixed existing policy trajectory repricing,C2,2025-05-05,39000.02719391146,39095.61189745651,95.5847035450497
fixed existing policy trajectory repricing,C2,2025-05-06,37612.978057647895,38138.16080710715,525.182749459258
fixed existing policy trajectory repricing,C2,2025-05-07,37771.01634382744,38822.21205969469,1051.1957158672521
fixed existing policy trajectory repricing,C2,2025-05-08,43489.1296646292,44190.83445577498,701.7047911457776
fixed existing policy trajectory repricing,C2,2025-05-09,17914.33173711486,18019.442437970763,105.11070085590472
fixed existing policy trajectory repricing,C2,2025-05-10,16577.963337475117,17043.777139988117,465.81380251299925
fixed existing policy trajectory repricing,C2,2025-05-11,39885.30508951759,41391.08306884176,1505.7779793241716
fixed existing policy trajectory repricing,C2,2025-05-12,41657.5860459299,43389.658462094296,1732.0724161643957
fixed existing policy trajectory repricing,C2,2025-05-13,42071.23713672554,42296.52290052459,225.2857637990528
fixed existing policy trajectory repricing,C2,2025-05-14,41958.35046692101,42129.67830507378,171.3278381527707
fixed existing policy trajectory repricing,C2,2025-05-15,40881.9035268051,42918.301459524286,2036.3979327191846
fixed existing policy trajectory repricing,C2,2025-05-16,17148.84256975717,19058.300976006933,1909.4584062497634
fixed existing policy trajectory repricing,C2,2025-05-17,17827.088567520022,18127.69982398025,300.6112564602263
fixed existing policy trajectory repricing,C2,2025-05-18,41614.73536367442,42777.535546503575,1162.8001828291526
fixed existing policy trajectory repricing,C2,2025-05-19,40036.86633229448,40132.59442440469,95.72809211021377
fixed existing policy trajectory repricing,C2,2025-05-20,42373.93375965626,43398.50828780349,1024.5745281472264
fixed existing policy trajectory repricing,C2,2025-05-21,39324.29944711449,41001.68407326026,1677.3846261457657
fixed existing policy trajectory repricing,C2,2025-05-22,38425.22428686857,38573.418697777786,148.19441090921464
fixed existing policy trajectory repricing,C2,2025-05-23,17146.78094167848,17258.54372562546,111.76278394697874
fixed existing policy trajectory repricing,C2,2025-05-24,15944.158650501377,16444.151613346967,499.9929628455902
fixed existing policy trajectory repricing,C2,2025-05-25,37210.45950890056,38347.26232579499,1136.8028168944293
fixed existing policy trajectory repricing,C2,2025-05-26,45860.90513297427,46344.394678292796,483.4895453185236
fixed existing policy trajectory repricing,C2,2025-05-27,38248.95810845982,39650.9259929091,1401.967884449281
fixed existing policy trajectory repricing,C2,2025-05-28,39640.52051907687,40227.3341969469,586.8136778700282
fixed existing policy trajectory repricing,C2,2025-05-29,39797.77544043867,41755.1542280152,1957.3787875765265
fixed existing policy trajectory repricing,C2,2025-05-30,15827.425103767877,16154.129634091627,326.7045303237501
fixed existing policy trajectory repricing,C2,2025-05-31,18085.38892839696,18099.118994146855,13.730065749896312
fixed existing policy trajectory repricing,C2,2025-06-01,49219.26108544848,50351.5425477031,1132.2814622546211
fixed existing policy trajectory repricing,C2,2025-06-02,46826.61885261092,49658.32013881719,2831.7012862062693
fixed existing policy trajectory repricing,C2,2025-06-03,47231.49181660334,48557.10494541284,1325.6131288094984
fixed existing policy trajectory repricing,C2,2025-06-04,49249.25582938168,53537.48075378776,4288.22492440608
fixed existing policy trajectory repricing,C2,2025-06-05,47936.60425820438,48504.7217920338,568.1175338294197
fixed existing policy trajectory repricing,C2,2025-06-06,22134.844030749104,22147.89517255491,13.051141805804946
fixed existing policy trajectory repricing,C2,2025-06-07,25100.153675390444,26591.32517772234,1491.1715023318975
fixed existing policy trajectory repricing,C2,2025-06-08,57805.294104714005,58646.768680148976,841.4745754349715
fixed existing policy trajectory repricing,C2,2025-06-09,57099.283064408985,60666.54844679149,3567.265382382502
fixed existing policy trajectory repricing,C2,2025-06-10,60686.9746478012,60986.48517235518,299.5105245539744
fixed existing policy trajectory repricing,C2,2025-06-11,63762.35919656764,64934.14639535763,1171.7871987899925
fixed existing policy trajectory repricing,C2,2025-06-12,59009.24114167384,59236.83207775881,227.59093608496914
fixed existing policy trajectory repricing,C2,2025-06-13,27042.560401258037,28748.07485727186,1705.5144560138215
fixed existing policy trajectory repricing,C2,2025-06-14,27477.37874333652,27679.9599944752,202.58125113867936
fixed existing policy trajectory repricing,C2,2025-06-15,58133.0508075868,60361.08999604962,2228.039188462819
fixed existing policy trajectory repricing,C2,2025-06-16,58820.80137424937,58869.207443961255,48.4060697118839
fixed existing policy trajectory repricing,C2,2025-06-17,59997.68276803465,61123.1579570265,1125.4751889918552
fixed existing policy trajectory repricing,C2,2025-06-18,58339.43918611989,59472.15913499597,1132.7199488760816
fixed existing policy trajectory repricing,C2,2025-06-19,58739.45695847206,58832.51161447829,93.05465600622847
fixed existing policy trajectory repricing,C2,2025-06-20,23394.53669534521,25000.80498006088,1606.2682847156684
fixed existing policy trajectory repricing,C2,2025-06-21,23449.65059695109,24532.56487619729,1082.9142792462007
fixed existing policy trajectory repricing,C2,2025-06-22,49746.87017130401,52361.5582267625,2614.688055458493
fixed existing policy trajectory repricing,C2,2025-06-23,57345.72456762701,57626.32719922633,280.6026315993222
fixed existing policy trajectory repricing,C2,2025-06-24,58107.01774961096,58934.256851529964,827.2391019190036
fixed existing policy trajectory repricing,C2,2025-06-25,55281.9847752666,55502.65081364869,220.6660383820854
fixed existing policy trajectory repricing,C2,2025-06-26,54472.19932691744,55007.04532678151,534.8459998640683
fixed existing policy trajectory repricing,C2,2025-06-27,21840.37278231957,21840.372782319566,-3.637978807091713e-12
fixed existing policy trajectory repricing,C2,2025-06-28,24583.867292411414,24683.149796477115,99.28250406570078
fixed existing policy trajectory repricing,C2,2025-06-29,52648.26965185415,54401.7879896024,1753.5183377482535
fixed existing policy trajectory repricing,C2,2025-06-30,57789.74926275899,60374.78070796393,2585.0314452049424
fixed existing policy trajectory repricing,C2,2025-07-01,50999.77557877915,51935.68675434317,935.911175564026
fixed existing policy trajectory repricing,C2,2025-07-02,45864.06162638525,46479.87692779849,615.8153014132404
fixed existing policy trajectory repricing,C2,2025-07-03,56050.71780323661,57945.212962071106,1894.4951588344993
fixed existing policy trajectory repricing,C2,2025-07-04,24952.58217054414,25465.77422291364,513.1920523694971
fixed existing policy trajectory repricing,C2,2025-07-05,22290.30864609613,23813.561263711796,1523.2526176156643
fixed existing policy trajectory repricing,C2,2025-07-06,59327.15656249828,59995.34773827531,668.1911757770285
fixed existing policy trajectory repricing,C2,2025-07-07,46721.56559334743,48940.88679115687,2219.321197809433
fixed existing policy trajectory repricing,C2,2025-07-08,62794.73585816058,62807.718506861165,12.982648700584832
fixed existing policy trajectory repricing,C2,2025-07-09,69413.56472572053,70141.88157887297,728.3168531524425
fixed existing policy trajectory repricing,C2,2025-07-10,59266.005525367866,59348.00939459841,82.00386923054612
fixed existing policy trajectory repricing,C2,2025-07-11,34883.8349496584,34907.16799605838,23.333046399980958
fixed existing policy trajectory repricing,C2,2025-07-12,30678.643207510024,30678.643207510024,0.0
fixed existing policy trajectory repricing,C2,2025-07-13,60046.97538339845,61849.37976069094,1802.4043772924924
fixed existing policy trajectory repricing,C2,2025-07-14,62338.81578017094,63185.69358290785,846.8778027369117
fixed existing policy trajectory repricing,C2,2025-07-15,58074.18048682927,58876.78239772103,802.6019108917608
fixed existing policy trajectory repricing,C2,2025-07-16,60297.353803886646,63068.795987687154,2771.4421838005073
fixed existing policy trajectory repricing,C2,2025-07-17,50502.82036908862,51016.07047124045,513.2501021518256
fixed existing policy trajectory repricing,C2,2025-07-18,33503.83151766446,33667.902544133496,164.07102646903513
fixed existing policy trajectory repricing,C2,2025-07-19,32801.52297404887,37144.85546632179,4343.332492272915
fixed existing policy trajectory repricing,C2,2025-07-20,62424.95848331999,64778.854707820465,2353.896224500473
fixed existing policy trajectory repricing,C2,2025-07-21,68440.69444373921,72939.2049656552,4498.510521915989
fixed existing policy trajectory repricing,C2,2025-07-22,58070.2974974961,64324.86836120478,6254.570863708679
fixed existing policy trajectory repricing,C2,2025-07-23,57894.82209081424,62643.443376078576,4748.621285264337
fixed existing policy trajectory repricing,C2,2025-07-24,64020.23376263059,67742.4826172818,3722.2488546512104
fixed existing policy trajectory repricing,C2,2025-07-25,32254.71644466153,32621.18645302754,366.47000836601
fixed existing policy trajectory repricing,C2,2025-07-26,28481.748478555848,30067.87877928741,1586.1303007315619
fixed existing policy trajectory repricing,C2,2025-07-27,59989.90022088733,61077.396929408336,1087.4967085210083
fixed existing policy trajectory repricing,C2,2025-07-28,70952.98891512916,72332.83247229423,1379.843557165077
fixed existing policy trajectory repricing,C2,2025-07-29,66584.07572512716,70037.96350695628,3453.887781829122
fixed existing policy trajectory repricing,C2,2025-07-30,63217.6196530396,64253.809368565235,1036.1897155256374
fixed existing policy trajectory repricing,C2,2025-07-31,61716.644478661765,63900.455269564176,2183.810790902411
fixed existing policy trajectory repricing,C2,2025-08-01,25454.59082107876,26115.72394033484,661.1331192560792
fixed existing policy trajectory repricing,C2,2025-08-02,35116.50026895896,36841.26455175137,1724.7642827924064
fixed existing policy trajectory repricing,C2,2025-08-03,46970.16332569675,50517.33973269981,3547.176407003062
fixed existing policy trajectory repricing,C2,2025-08-04,56187.354605943234,56399.91676477102,212.56215882778633
fixed existing policy trajectory repricing,C2,2025-08-05,53839.870107673625,54078.29355160794,238.42344393431267
fixed existing policy trajectory repricing,C2,2025-08-06,60065.26951564433,67869.00945869795,7803.739943053624
fixed existing policy trajectory repricing,C2,2025-08-07,50244.82519865308,51361.78318997897,1116.9579913258858
fixed existing policy trajectory repricing,C2,2025-08-08,28793.316238653835,32212.264509056233,3418.9482704023976
fixed existing policy trajectory repricing,C2,2025-08-09,23453.19428894241,24112.365151301758,659.1708623593477
fixed existing policy trajectory repricing,C2,2025-08-10,48044.38204564944,48431.00601117509,386.6239655256504
fixed existing policy trajectory repricing,C2,2025-08-11,53728.95985582161,54622.70036744788,893.7405116262671
fixed existing policy trajectory repricing,C2,2025-08-12,53908.47051225636,55996.130483746834,2087.6599714904733
fixed existing policy trajectory repricing,C2,2025-08-13,51387.24454524941,56072.52918785751,4685.284642608101
fixed existing policy trajectory repricing,C2,2025-08-14,55438.68176027188,56371.18334049389,932.5015802220078
fixed existing policy trajectory repricing,C2,2025-08-15,24960.719586789302,25805.89544927279,845.1758624834874
fixed existing policy trajectory repricing,C2,2025-08-16,25746.80403564007,25794.97690005568,48.17286441561009
fixed existing policy trajectory repricing,C2,2025-08-17,46441.69322853276,47602.290679481244,1160.5974509484877
fixed existing policy trajectory repricing,C2,2025-08-18,49229.26752270142,51656.42176024651,2427.154237545088
fixed existing policy trajectory repricing,C2,2025-08-19,60788.222366407055,61674.40360106449,886.181234657437
fixed existing policy trajectory repricing,C2,2025-08-20,59530.021441924895,61450.12619777957,1920.104755854678
fixed existing policy trajectory repricing,C2,2025-08-21,48636.5645575509,49336.61863308094,700.0540755300462
fixed existing policy trajectory repricing,C2,2025-08-22,23946.499297228263,24310.74120299447,364.2419057662082
fixed existing policy trajectory repricing,C2,2025-08-23,28793.57585419549,29083.79776767767,290.2219134821826
fixed existing policy trajectory repricing,C2,2025-08-24,46735.03002101999,48225.13929370802,1490.1092726880306
fixed existing policy trajectory repricing,C2,2025-08-25,58733.67187887381,59943.93804829215,1210.2661694183407
fixed existing policy trajectory repricing,C2,2025-08-26,52202.843811465726,53340.8402420416,1137.9964305758767
fixed existing policy trajectory repricing,C2,2025-08-27,55273.21935560776,56133.59125718913,860.3719015813695
fixed existing policy trajectory repricing,C2,2025-08-28,50920.96274921116,52186.926231464786,1265.9634822536245
fixed existing policy trajectory repricing,C2,2025-08-29,28414.974050111192,29622.82348205934,1207.849431948147
fixed existing policy trajectory repricing,C2,2025-08-30,26538.962241828645,26675.403208473454,136.4409666448082
fixed existing policy trajectory repricing,C2,2025-08-31,47421.10904564866,47742.3675951029,321.25854945423634
fixed existing policy trajectory repricing,C2,2025-09-01,52247.06510146234,52679.60907707223,432.5439756098858
fixed existing policy trajectory repricing,C2,2025-09-02,47348.46638700973,48907.81438932241,1559.348002312683
fixed existing policy trajectory repricing,C2,2025-09-03,49658.09613101646,51162.80906343527,1504.7129324188136
fixed existing policy trajectory repricing,C2,2025-09-04,47688.53824113931,48988.50824150565,1299.9700003663456
fixed existing policy trajectory repricing,C2,2025-09-05,22494.687367915325,23527.109672966748,1032.4223050514229
fixed existing policy trajectory repricing,C2,2025-09-06,21902.90061810878,22094.398036909228,191.49741880044894
fixed existing policy trajectory repricing,C2,2025-09-07,42719.49159404274,43301.5996139192,582.1080198764612
fixed existing policy trajectory repricing,C2,2025-09-08,38149.90858987668,38474.39362436853,324.4850344918523
fixed existing policy trajectory repricing,C2,2025-09-09,34250.97895369281,35027.50746988826,776.5285161954525
fixed existing policy trajectory repricing,C2,2025-09-10,40819.7224833493,41889.04055228738,1069.3180689380752
fixed existing policy trajectory repricing,C2,2025-09-11,36581.94973946964,37314.50954666542,732.5598071957793
fixed existing policy trajectory repricing,C2,2025-09-12,16817.55061965341,17137.447777609323,319.8971579559111
fixed existing policy trajectory repricing,C2,2025-09-13,16127.845867623317,16295.791227936412,167.94536031309508
fixed existing policy trajectory repricing,C2,2025-09-14,40717.54659998426,42047.66466898918,1330.118069004915
fixed existing policy trajectory repricing,C2,2025-09-15,38814.985745806654,39199.95264987811,384.966904071458
fixed existing policy trajectory repricing,C2,2025-09-16,41332.82798691865,41547.28556156143,214.45757464277995
fixed existing policy trajectory repricing,C2,2025-09-17,42797.28561926817,43996.09514550763,1198.8095262394563
fixed existing policy trajectory repricing,C2,2025-09-18,39812.294726773245,40846.306988269534,1034.0122614962893
fixed existing policy trajectory repricing,C2,2025-09-19,17431.394324564288,17650.614791797918,219.2204672336302
fixed existing policy trajectory repricing,C2,2025-09-20,18288.333001820763,18532.737954938795,244.4049531180317
fixed existing policy trajectory repricing,C2,2025-09-21,41342.26850511647,41954.666717851025,612.3982127345516
fixed existing policy trajectory repricing,C2,2025-09-22,43499.80538760233,44490.99679873575,991.191411133419
fixed existing policy trajectory repricing,C2,2025-09-23,45555.68192527958,46186.63809600555,630.9561707259636
fixed existing policy trajectory repricing,C2,2025-09-24,44407.5658727989,44574.62991370977,167.06404091086733
fixed existing policy trajectory repricing,C2,2025-09-25,45330.4002537027,45374.59046282879,44.19020912609267
