policy,date,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_purchase_kwh,remaining_energy_kwh,charge_kwh,discharge_kwh,soc_min_kwh,soc_max_kwh,terminal_soc_kwh
B1,2025-12-26,22250.480421226348,1663.626360526307,23914.106781752656,682.4131684871268,2527.8023891160383,21776.11287633516,17319.804655766067,1554.2741934060118,10800.0,1554.2741934060118
B1,2025-12-27,21161.322884620207,1670.780684685336,22832.103569305542,642.5240888030257,2108.9076639208924,23473.384352204386,19326.50979437031,1200.0,10800.0,1206.420338867395
B1,2025-12-28,70061.15063697667,4143.442201180946,74204.59283815761,1088.897229299567,4044.944442383156,24135.72621330542,19507.49034342177,1200.0,10800.0,1253.5846603736406
B1,2025-12-29,71153.4122978999,2443.8291446498356,73597.24144254973,658.0724651725217,4244.934161631537,23663.163933153504,19215.38898019062,1200.0,10800.000000000002,1200.0
B1,2025-12-30,69267.61714218132,2164.4355819534985,71432.05272413482,540.8589319423812,4003.217948832649,24276.436180787583,19663.913306437942,1200.0,10800.000000000004,1200.0
B1,2025-12-31,69486.58788465399,6273.542024616366,75760.12990927034,1456.7740847575974,1703.493184397736,25738.067706353046,20847.834842145967,1200.0,10800.0,1200.0
B3,2025-02-01,22436.676180414666,100.0492836206183,22536.725464035284,56.57079330286268,15144.860492433796,15301.828221619671,14825.670711464538,1209.7760767452207,9417.056761904763,1209.7760767452207
B3,2025-02-02,62587.48241268859,67.58618848095271,62655.068601169536,21.883695917317873,6786.291420782137,20977.455674958117,16910.378092917916,1209.7760767452207,10341.627334332592,1300.1771920765138
B3,2025-02-03,66853.96477366521,1786.7248969972975,68640.6896706625,423.4415442159119,7535.660634749826,19175.402847911366,15622.23577967707,1200.0,9692.85324925926,1200.0
B3,2025-02-04,63872.233266935335,7269.766664876645,71141.99993181198,1675.5359015785905,6032.412760084182,22378.070361494014,18008.03008263803,1200.0,10262.311215990732,1331.3410113023613
B3,2025-02-05,65730.78373507399,2768.9072252433966,68499.69096031738,580.5208969542073,6128.505666331916,22667.85740318793,18401.8886125639,1200.0,9654.035256422014,1285.869771322719
B3,2025-02-06,65941.65202383339,2062.909697599145,68004.56172143253,456.7975288070103,6755.573333134873,20864.310166818817,16921.13700584148,1200.0,9731.882098481869,1262.4855816357936
B3,2025-02-07,20491.54056286471,515.2462607757777,21006.786823640487,111.16871059455136,11188.491212615052,19492.597283200772,15801.734664233247,1248.340176257327,9588.494785714289,1248.340176257327
B3,2025-02-08,15797.801144836441,3231.6336105136465,19029.43475535009,1122.415777523568,4337.892290711018,20286.767948247034,16445.154150087266,1200.0,10377.613754921384,1234.0378295826915
B3,2025-02-09,58697.20257978501,11307.178228870205,70004.38080865522,2657.8189106206087,2936.2319685643383,22382.88091990597,18160.767591748256,1200.0,10387.826149941491,1200.0
B3,2025-02-10,58359.52767146203,1147.9206884747016,59507.44835993673,424.08061539223144,7636.076412702151,20774.32501159034,16827.203259388174,1200.0,10328.024594252183,1200.0
B3,2025-02-11,60354.38628308531,2291.5639138045326,62645.95019688984,516.8232431251338,6972.828610888273,20307.47052837086,16449.051127980398,1200.0,9684.790332085757,1200.0
B3,2025-02-12,57065.790206684636,4123.268166900241,61189.05837358488,910.5011127070676,5338.5264789365865,21807.277824215267,17663.895037614373,1200.0,10292.560555496291,1200.0
B3,2025-02-13,54781.20709182074,3572.1931580555993,58353.40024987634,937.7066929774072,7202.156252762893,21228.72990244971,17195.271220984276,1199.9999999999995,10361.003345198444,1200.0
B3,2025-02-14,15226.904381764685,2879.11022598255,18106.014607747235,1375.3287680227531,4540.795355101534,20302.395802785602,16444.940600256337,1200.0,10359.077823203384,1200.0
B3,2025-02-15,15043.700006708383,4794.79942741366,19838.49943412204,2076.359651872868,4798.960238018811,18734.049596178753,15174.580172904789,1199.9999999999998,10357.767229693813,1200.0
B3,2025-02-16,55558.46546215975,13596.83472996839,69155.30019212814,2999.733264733414,3628.737056874195,21104.00352023022,17094.242851386476,1200.0,9532.74414123852,1200.0
B3,2025-02-17,53212.67143577555,3056.765245602043,56269.43668137759,736.5091530367304,4913.61382717098,20985.456489998563,16965.76057656041,1200.0,10379.703620279375,1236.0657559315896
B3,2025-02-18,55200.39041699521,5085.291129363629,60285.68154635884,1179.9915909959714,5736.5796758235865,19514.02549735435,15838.81983319545,1200.0,9585.281923021774,1200.0
B3,2025-02-19,51489.16120551424,10157.445815364847,61646.607020879084,2464.1216613555152,3420.1310202248146,23688.564004147713,19187.736843359657,1200.0,10344.153047386912,1200.0
B3,2025-02-20,52151.97782604113,5780.5468202203165,57932.52464626145,1304.3471984766795,4189.640918985636,22161.608795069613,17950.90312400639,1199.9999999999998,10282.709631487643,1200.0
B3,2025-02-21,14726.81432696422,922.3621161620861,15649.176443126305,516.4077185763387,6625.618603476103,20020.18655167395,16216.351106855911,1200.0,10469.070528097747,1200.0
B3,2025-02-22,14719.832337585673,4642.504089023569,19362.336426609243,2028.6132789654573,5730.306449339542,19437.237520508654,15744.16239161201,1200.0,10391.13328425768,1200.0
B3,2025-02-23,50533.84323861679,9364.716636399575,59898.55987501637,2315.206533236719,3364.221585494706,21187.27883629923,17161.695857402377,1200.0,10413.71468994637,1200.0
B3,2025-02-24,50216.33001734552,2379.0023697783317,52595.33238712385,542.6798008218614,4710.4978885200135,21872.112508548693,17709.6979935283,1200.0,10310.718745576958,1207.4590426623763
B3,2025-02-25,49115.395585572136,2462.69241226447,51578.0879978366,618.5438014697787,6670.8258456673875,19186.701781787997,15540.713545512714,1200.0,10375.677447271337,1208.03115125743
B3,2025-02-26,48565.99974566522,5328.630374717072,53894.630120382295,1391.0187747016112,2367.496135871128,21779.7268710082,17617.312854046195,1202.420069003989,10372.976718841266,1234.993275113478
B3,2025-02-27,46048.09640694688,9342.723469937393,55390.81987688427,1876.330704798613,3097.6292089290705,22219.11527034608,18001.488785852634,1200.0,10415.4050837561,1230.5428119220526
B3,2025-02-28,13821.873274881938,2239.1427338519534,16061.016008733892,1004.3955269996221,8414.204327063206,18787.96164592515,15220.95888842669,1200.0,10466.386963252982,1227.5317505583591
B3,2025-03-01,13558.921160730608,1960.0456550441859,15518.966815774795,684.2355804994563,7349.4014076662315,18641.103494506326,15068.912752803786,1200.0,10541.4550494297,1261.288503609844
B3,2025-03-02,46439.48608818387,29246.79529533707,75686.28138352094,7557.104642990612,2557.935875515679,25043.33098043603,20340.25774740205,1200.0,10359.540888827583,1200.0
B3,2025-03-03,47213.62917255077,18786.721000564132,66000.3501731149,4830.8662538194885,965.9846026706061,23917.517796167565,19373.189414895725,1200.0,10542.873738804155,1200.0
B3,2025-03-04,48493.80964607929,3349.721874292674,51843.53152037196,1119.3119716970998,2134.6591118499828,22439.896081504427,18176.315826018592,1200.0,10402.894983069134,1200.0
B3,2025-03-05,47503.064821339976,1679.4742165892803,49182.53903792926,411.63392208114675,4834.36368554052,20847.764048372283,16886.68887918157,1200.0,10485.274592712582,1200.0
B3,2025-03-06,46450.18623338688,4090.3460808163327,50540.53231420321,1090.6706754632758,3449.0401908378662,21258.482445630183,17219.37078096044,1200.0,10501.95650614242,1200.0
B3,2025-03-07,13278.668110317914,968.4841144545936,14247.152224772508,388.2693785599501,9223.416711529759,17596.351787599575,14216.736724835695,1200.0,10410.721476256,1240.3424701332794
B3,2025-03-08,12805.157137087826,2059.5800105533754,14864.737147641203,1057.789733575528,10400.423423839176,18745.53660643276,15220.192874330487,1200.0,10360.947543425678,1200.0
B3,2025-03-09,45807.9384117927,2876.190577414415,48684.128989207115,953.0896007731764,6084.609441250789,21052.035618662976,17052.148851117014,1200.0,10462.36353970698,1200.0
B3,2025-03-10,44755.203837914545,13019.53649271516,57774.740330629706,4133.134004627458,787.6606247129688,22386.36778267493,18105.820355393247,1200.0,10395.35220334614,1230.1528317482764
B3,2025-03-11,43779.288449497915,4852.415638328822,48631.704087826736,1115.9491423186566,2433.8271825287234,20232.19477001046,16321.98841128291,1210.0925026746422,10431.521589656097,1303.5854455545082
B3,2025-03-12,42346.90632288641,4252.758047764742,46599.664370651146,1145.5993857713374,2539.534021428087,21520.219329671258,17524.267293115117,1200.0,10444.115552804711,1200.374738797408
B3,2025-03-13,41566.29287493127,23626.54666008566,65192.83953501693,6427.71389661145,240.91838656389402,21901.02810336009,17740.17002863934,1199.9999999999998,10430.539254795269,1200.0
B3,2025-03-14,11688.302909814402,3531.1948010201722,15219.497710834576,1399.2136399611484,12268.46824383073,18763.81853787665,15183.26239873125,1200.0,10373.81008955032,1217.1451299431512
B3,2025-03-15,12441.66095750591,4679.535546440971,17121.19650394688,1827.596958658757,8615.084404257053,17463.204806688245,14160.62651036632,1200.0,10388.988776130773,1200.0
B3,2025-03-16,42526.08910677797,8372.34499787258,50898.43410465054,2423.3282155026313,3444.332331039316,21885.32018051745,17727.10934621914,1200.0,10325.98057698207,1200.0
B3,2025-03-17,41579.43819874088,1053.9007388543075,42633.33893759519,330.0909813443695,6916.357431249435,18589.46370287199,15057.465599326317,1200.0,10363.637453023766,1200.0
B3,2025-03-18,39438.305501865805,9876.264502977807,49314.57000484361,2201.7592476236364,1279.2085851555573,21902.28311625548,17740.849324166942,1200.0,10599.659880856922,1200.0
B3,2025-03-19,39306.78635812801,4073.3751580792823,43380.16151620729,1011.5837147014589,1790.8063451225644,22377.181607191556,18095.336375389536,1200.0,10377.572955870988,1233.5341404840335
B3,2025-03-20,40438.71888349301,9287.581365501734,49726.30024899475,2879.6600606347147,1443.2221854810489,21488.76279551696,17436.078590804365,1200.0,10364.836420721884,1200.0
B3,2025-03-21,11493.760545718436,1842.4094578695647,13336.170003588,906.2563136768692,15078.753354391596,17946.5861551068,14536.734785636503,1200.0,10509.49033866594,1200.0
B3,2025-03-22,11792.342007277108,3231.9075014012105,15024.249508678316,1568.9282838904624,12661.314430756487,17827.514038213576,14440.286370953,1200.0,10424.920660220165,1200.0
B3,2025-03-23,39378.26257698776,8043.723326402126,47421.98590338989,2140.983280463072,4095.9897244725657,20784.568780038502,16807.21599975893,1200.0,10407.97737989436,1231.4274578580596
B3,2025-03-24,38222.43734497635,3301.414833051665,41523.85217802802,1111.9021700563867,1471.9649270255811,22358.959050343452,18139.041542850442,1200.0,10537.630749640826,1200.0
B3,2025-03-25,37925.18117177538,14850.243777656759,52775.42494943214,4494.869484590974,1679.8828044685465,20760.846546277906,16807.081173565977,1199.9999999999998,10332.318333302974,1210.227254354574
B3,2025-03-26,38038.54467162663,3831.1844565889705,41869.7291282156,1033.0798081801456,4326.383152039365,20170.78784697046,16347.542684965198,1200.0,10386.93356228122,1200.0
B3,2025-03-27,36969.02183287283,9369.342299674192,46338.36413254702,2649.8448213814945,891.3952516255307,20919.592894544407,16944.87024458097,1200.0,10330.186048947571,1200.0
B3,2025-03-28,11569.535961066102,1043.722351031201,12613.258312097303,482.9320893064744,16241.83401054431,17190.383737414122,13924.21082730544,1200.0,10432.454216347858,1200.0
B3,2025-03-29,11282.077900484692,1837.2685566748876,13119.34645715958,700.1018514387952,18877.43802871297,15659.949690035663,12684.52451121221,1200.0,10433.607545618,1200.0385974629835
B3,2025-03-30,35598.0114847833,5264.504655560153,40862.516140343454,1813.0184344140257,1654.3261553609216,21621.3141212443,17513.29917592457,1200.0,10426.08415368588,1200.0
B3,2025-03-31,36007.62610863441,13712.165644402341,49719.791753036756,4194.072483215947,2670.218241259104,20041.61337836546,16164.204544221027,1200.0,10432.048901708566,1277.224769172214
B3,2025-04-01,38136.143686002026,16154.95993899413,54291.103624996154,5175.5417539887385,3089.0730731685317,19746.206253976117,16063.92935797565,1200.0,10376.679394600187,1200.0
B3,2025-04-02,37576.30507699372,20273.732475491557,57850.03755248527,4917.302503375672,2775.874853247199,19770.85863059623,15986.410390684296,1200.0,10511.879923770137,1231.094555665172
B3,2025-04-03,38403.67582180438,10666.660992485202,49070.336814289585,2617.602849249084,6630.58120903965,20734.676849607597,16823.073348280806,1200.0,10456.58090173392,1200.0
B3,2025-04-04,10934.160112519281,1014.3601517791172,11948.520264298397,530.8519558332256,19579.734289577103,14935.874392142792,12057.85727365968,1200.0,10538.063549460796,1244.6677599733116
B3,2025-04-05,11136.25658494588,6010.545979169734,17146.802564115613,2695.567830167107,16188.285411041103,14744.072243321154,11972.236380372702,1200.0,10376.300476446628,1211.8479118815742
B3,2025-04-06,36901.162009941116,4494.609759078163,41395.77176901928,1298.1120093496909,4177.76113018524,19201.17771681081,15561.822475914034,1200.0,10378.392611410538,1201.9939948845963
B3,2025-04-07,37173.974416260644,4621.180773609603,41795.155189870246,1658.5927959484375,7083.478369840496,20669.406987973904,16744.014255654987,1200.0,10464.01930899637,1200.0
B3,2025-04-08,36988.34883718587,8697.06611579892,45685.414952984785,2017.391076396909,6348.144990582319,20476.035003493627,16585.58835282984,1200.0,10513.929581328644,1200.0
B3,2025-04-09,36010.03167479288,17418.40302127315,53428.43469606603,5409.298915832213,2614.305133029638,20340.80632457717,16476.05312290751,1200.0,10522.090891988077,1200.0
B3,2025-04-10,36627.08873848455,7322.21321861645,43949.30195710099,1771.8119554496084,5078.780737297459,19705.75872712977,15894.36987461465,1200.0,10383.707274621782,1274.771882622737
B3,2025-04-11,10821.489422283965,1016.3687766812236,11837.858198965188,571.7913514423883,20459.457087677834,16198.524201256796,13188.09929737847,1200.0,10527.495725213366,1200.0
B3,2025-04-12,10651.477313880345,1710.2944291913166,12361.771743071662,893.9158685597043,17624.194602795706,15928.494512752004,12902.080555329134,1200.0,10394.854119934798,1200.0
B3,2025-04-13,35900.176081834674,7163.297370921186,43063.473452755854,1873.4462350840383,3731.0911298337396,20426.902135644432,16543.474085644393,1200.0,10282.678059077694,1202.5740491417714
B3,2025-04-14,35821.531128188755,3542.0382751504103,39363.56940333917,1021.4968505579131,5660.939267000121,19898.694837560924,16120.25946265194,1200.0,10496.023406544657,1200.0
B3,2025-04-15,35213.44428703298,5411.727617831787,40625.17190486477,1701.3396626327703,7783.696877346847,19732.890037443598,15948.614889386046,1200.0,10551.413615024276,1238.9178232702943
B3,2025-04-16,35894.4021957281,8475.126589541424,44369.528785269526,2592.148752471479,2923.171427795511,19164.165918487066,15558.000434917787,1200.0,10492.040906418062,1200.0
B3,2025-04-17,34477.74397209445,7614.817452748777,42092.56142484323,2202.2871217031975,3833.3656761045563,19155.487214013996,15515.944643351335,1200.0,10541.980507414224,1200.0
B3,2025-04-18,10581.946428554804,1896.496313784403,12478.442742339206,951.9050195483212,19365.59153654713,14957.943866357202,12065.098413925758,1200.0,10582.944584807872,1256.484575359526
B3,2025-04-19,10410.81692095696,1458.9285653484772,11869.745486305437,669.9046044891361,18113.598418820922,14859.414409056923,12086.96178915968,1200.0,10328.980212636205,1200.0
B3,2025-04-20,33888.08790686341,6971.240566657842,40859.32847352125,1879.8960023982572,3258.393575749623,19733.893188959264,15984.453483057006,1200.0,10536.195303970231,1200.0
B3,2025-04-21,34575.44119584811,1193.2437444192014,35768.68494026731,482.5362563581129,7677.89261792492,18749.257549415473,15185.320259448901,1200.0,10495.940981876003,1201.753728419599
B3,2025-04-22,34313.6455977311,8121.371178280384,42435.016776011485,2836.792658044715,4632.750808162596,19434.192303646512,15743.274121531304,1200.0,10495.029650779186,1200.0
B3,2025-04-23,34231.02051853885,5644.110621026432,39875.13113956528,2004.6272178649392,4333.495630224572,20034.216922907068,16197.273060503305,1200.0,10511.428839953114,1233.8251633904626
B3,2025-04-24,33341.38928481949,2390.539776678749,35731.92906149824,831.3498161033342,6190.199307399891,19491.371452637173,15818.453523687525,1200.0,10494.115451474849,1200.0
B3,2025-04-25,9574.12826147438,893.757869164171,10467.88613063855,401.4075088843051,21816.82879156971,16014.734389401841,12971.934855415486,1200.0,10556.1216662672,1200.0
B3,2025-04-26,9682.752196662846,5914.635225788957,15597.387422451804,2603.8396009414423,26092.984865680308,16575.269680943707,13420.702390238741,1200.0,10275.959732089612,1205.851168139625
B3,2025-04-27,31155.34424736538,12451.687678355836,43607.03192572122,3065.6529809803937,4586.414756229781,18814.222133709834,15244.785979630617,1200.0,10339.641524792283,1200.0
B3,2025-04-28,32957.66955461942,25665.000986947467,58622.670541566884,7954.56384283565,2784.2244155811254,19431.67126949902,15721.952128014598,1200.0,10534.825253547097,1219.668444755117
B3,2025-04-29,32696.010723063464,4710.837325014638,37406.8480480781,1155.0638706160619,6909.9171169168685,18901.66546269632,15328.05062506362,1200.0,10642.712136448295,1200.0
B3,2025-04-30,31643.326826234967,5501.335727419075,37144.662553654045,2248.3772632417513,4353.183450250914,19451.782822350207,15755.944086103675,1200.0,10518.0098595015,1200.0
B3,2025-05-01,32323.94495531462,25165.31419546032,57489.25915077494,5524.133658124438,4945.798869941906,18500.878695061387,14985.711742999725,1200.0,10460.321545168952,1200.0
B3,2025-05-02,10020.062076075312,21011.14613448814,31031.20821056345,7198.070250495687,15747.219913885536,16136.411232600798,13070.493098406645,1200.0,10502.660752463413,1200.0
B3,2025-05-03,9942.245809134063,14889.605902502219,24831.851711636282,4553.47493266517,18873.082325397812,15559.712126271495,12603.366822279913,1200.0,10379.886720213051,1200.0
B3,2025-05-04,33759.3304482266,16908.58991359623,50667.920361822835,4077.1104728132013,4734.199067548964,17756.02545375342,14382.380617540266,1199.9999999999998,10386.213050389018,1200.0
B3,2025-05-05,34130.69642777849,23708.776243009594,57839.472670788076,5282.302767969607,3477.953533753332,19192.395254314855,15545.840155995027,1200.0,10463.070610008832,1200.0
B3,2025-05-06,34662.2154374882,20900.10812784723,55562.32356533543,4667.808609865272,5827.075041691034,18755.355916080414,15191.83829202514,1200.0,10394.174178398329,1200.0
B3,2025-05-07,35758.80104309758,22552.485516864246,58311.28655996182,5013.330895083582,5030.990422529644,17185.215888230043,13910.569084987854,1199.9999999999995,9372.01252942092,1210.5064271983092
B3,2025-05-08,38962.91896029615,9694.525504892117,48657.444465188266,3025.8844084133198,5467.207095876678,18443.474058695334,14939.48079101871,1199.9999999999998,9563.913258979968,1210.209978892206
B3,2025-05-09,13458.68457942301,1302.3481309109798,14761.03271033399,555.2315334855556,20318.14447390613,12872.047588069616,10394.62389434896,1200.0,9751.47025883784,1245.470703322684
B3,2025-05-10,12292.743579867329,4847.755910515106,17140.499490382434,2320.269796566999,16749.819439857165,15415.720020000223,12505.45429897576,1200.0,10554.053362175524,1224.6695002387116
B3,2025-05-11,36892.3628821542,9833.291319868315,46725.65420202252,3211.8122291545797,3875.2954298380196,19860.586481292412,16109.277600061696,1200.0,10482.809736454865,1200.0
B3,2025-05-12,39876.92939601632,4481.51294863865,44358.44234465497,1530.4418062652344,9836.749631547142,15357.304704305685,12398.49317749719,1200.0,9175.472413069834,1245.470703322684
B3,2025-05-13,37844.842386500095,704.0337245359896,38548.87611103609,325.50973656736403,5024.989842218603,19121.959311430317,15445.95533577583,1245.470703322684,9679.657896315712,1293.061488303491
B3,2025-05-14,38957.93751980967,1882.882591091021,40840.82011090069,579.0439310516133,7248.335158247883,16098.59884264629,13123.620402016637,1200.0,9205.89169932846,1200.0
B3,2025-05-15,37916.44512699706,7275.379209177906,45191.82433617496,1907.9622017935553,6647.468080227018,16879.40845789241,13626.950205477886,1200.0,9420.217601616472,1250.411828238853
B3,2025-05-16,12608.39081869817,1021.8643543140455,13630.255173012216,569.7172759360789,24830.90315295486,13481.11023899995,10965.069939004927,1200.0,9842.51182216311,1200.0
B3,2025-05-17,11562.983229944242,6625.883934293984,18188.86716423823,2809.2795629746324,17754.45851160833,14228.864134174053,11525.37994868099,1200.0,10442.14662608587,1200.0
B3,2025-05-18,36415.830336445346,8624.895200292744,45040.725536738086,2532.101935036662,4655.217848483273,17894.637778546818,14472.93527551814,1200.0,10293.413277432002,1224.1348056719758
B3,2025-05-19,36456.1453815829,2490.8380716381093,38946.98345322101,570.8107913573627,9020.700159658107,17962.599907208205,14571.427249943425,1200.0,9601.736640082074,1200.0
B3,2025-05-20,36532.98350935689,11186.786728584906,47719.7702379418,3594.64107809167,4531.4784020144025,16948.014335317,13727.891611606774,1200.0,9618.903082714332,1200.0
B3,2025-05-21,36236.26428009335,3447.126309010179,39683.39058910353,993.4482023859536,5602.7905746008655,18404.84474973989,14907.92424728931,1200.0,10552.388546149485,1200.0
B3,2025-05-22,35228.75120227864,7318.667570406762,42547.41877268541,1776.5108845879593,6432.8985800547225,16818.960715588135,13620.2311237596,1200.0,10463.84625017042,1203.4745065186517
B3,2025-05-23,11089.656248925905,3597.385159638226,14687.041408564131,1681.8275632988957,19931.615442008675,14972.26952173739,12092.655333609964,1200.0,10648.977365449433,1242.2333720712309
B3,2025-05-24,12761.191166229266,734.8568936152934,13496.04805984456,378.63287302054215,23306.268372059076,12618.164334459529,10217.383790504122,1200.0,9787.373192509604,1245.9326169691149
B3,2025-05-25,34742.182766072445,3999.450628336949,38741.63339440939,898.2837966901355,6701.579044403178,19050.278263904333,15410.154628258755,1200.0,10366.250093625997,1268.789023084398
B3,2025-05-26,34701.06549109704,14426.5796474363,49127.64513853334,4916.379802262686,3852.864503766326,19120.21386784851,15473.974292348952,1200.0,10385.62422336625,1283.6767348714416
B3,2025-05-27,35970.65509416176,464.8322020348511,36435.48729619662,202.18591479410927,6099.04154052427,18887.108510028775,15335.653732661382,1242.4591353846956,9837.328098356593,1242.459135384696
B3,2025-05-28,35904.10191921605,10657.71898377347,46561.82090298952,3387.37882530662,5665.063953466706,17278.806900862528,13996.873928111385,1200.0,9957.609012504608,1241.3032038149854
B3,2025-05-29,34566.79147770328,16629.587676001607,51196.37915370488,4597.586916819385,3827.80083180986,17607.33560881803,14299.11472657609,1200.0,10354.496457327312,1200.0
B3,2025-05-30,11300.032734728084,5180.533715139234,16480.566449867318,2119.085602911409,20492.769539334615,15414.593109227535,12485.8204184743,1200.0,10591.775361740967,1200.0
B3,2025-05-31,10664.366442994204,5937.102341566169,16601.468784560373,2767.9954125875374,19171.868168239882,18176.032903915107,14722.586652171236,1200.0,10574.447325659345,1200.0
B3,2025-06-01,39009.38123894815,79005.70303728101,118015.08427622917,19142.55111498005,3622.835078586347,16798.09596479588,13606.457731484663,1200.0,10011.564524512238,1200.0
B3,2025-06-02,39695.87416517427,66703.64815314426,106399.52231831852,15224.959108607407,3115.863686686811,17096.46263575299,13848.13473495992,1200.0,9303.160124315951,1200.0
B3,2025-06-03,42578.59522637712,48022.9856876519,90601.58091402901,11274.731499658763,3290.0382261633035,17711.358686565236,14346.200536117838,1200.0,9033.429378963743,1200.0
B3,2025-06-04,44261.665026289695,45326.73284487729,89588.39787116699,11605.700553708763,4384.307927190969,19246.651438874018,15589.787665487955,1200.0,9296.31794892576,1200.0
B3,2025-06-05,47149.845522226235,43122.47264513825,90272.31816736449,9993.631070662705,4751.690349706189,18231.49205716778,14767.508566305902,1200.0,9213.669268524438,1200.0
B3,2025-06-06,16029.43284396362,37605.88259328153,53635.31543724515,10879.496812954249,10154.640063673056,12002.326828591686,9721.884731159267,1200.0,9209.665590192484,1200.0
B3,2025-06-07,15377.97726324812,25319.367842833497,40697.345106081615,7958.262492179284,5808.542931060505,13801.209891831933,11170.188210168772,1200.0,9527.422886385686,1209.768669127881
B3,2025-06-08,54672.45931191853,678.0692961334548,55350.52860805198,209.86063341415286,12702.132096031413,15832.75718149422,12704.418933863597,1200.0,10199.209266016313,1343.2290948464629
B3,2025-06-09,62643.88440212374,3677.1046028874885,66320.98900501123,868.9240674742114,16033.3820612241,17514.463722193403,14315.621800338473,1200.0,9286.908992820516,1200.0
B3,2025-06-10,62508.82245969091,3420.8663378475585,65929.68879753847,758.7005587665376,15101.49920653363,18140.93947973157,14686.591546045509,1200.0,9359.98880626766,1208.410480596736
B3,2025-06-11,62232.33334853551,20277.040683470175,82509.37403200568,4099.8148525463985,13413.906714053508,17871.407647426055,14447.077186836443,1200.0,9344.023561548132,1240.3693779063651
B3,2025-06-12,62786.50397658075,3712.2490665169335,66498.75304309769,811.5697223014911,14201.038137764635,18236.788391554655,14772.277931931503,1200.0,9430.773640374618,1239.8367837149951
B3,2025-06-13,21035.48109020457,503.61726345536977,21539.098353659938,198.5861796729997,9292.699423793149,13105.012651832832,10363.116247368562,1200.0,9694.75996868297,1519.7745621772438
B3,2025-06-14,18970.358853128633,1883.74633330162,20854.105186430254,1124.0300281470604,9453.331972253258,15915.445184029006,13119.755223193662,1200.0,10532.91590770095,1266.1694242548351
B3,2025-06-15,56539.582127716836,295.09687720947875,56834.679004926315,118.17261698674002,7643.14128092563,19721.28207145553,15709.416733846367,1200.0,10503.7574828697,1560.4158065132845
B3,2025-06-16,59482.571146756396,3577.9257189482837,63060.49686570468,909.1163211266428,9715.988583261102,18813.530689181873,15563.334084099273,1200.0,10172.944888712806,1200.0
B3,2025-06-17,57841.15526316645,11893.54118461265,69734.6964477791,2908.8989823027064,7910.2001040682135,20761.755294554725,16817.02178858933,1200.0,9250.376976862177,1200.0
B3,2025-06-18,58450.07757486697,2050.734780424114,60500.812355291084,586.2758680555555,9763.291598709551,17260.00342138207,13770.10073779091,1200.0,9361.713716917671,1433.8911483650772
B3,2025-06-19,56449.892296687314,1578.1909728305725,58028.08326951788,523.8919913582757,10770.320517877812,17875.179240439247,14689.397218284357,1200.0,9392.17369192979,1200.0
B3,2025-06-20,19957.354862410793,144.3106772345304,20101.665539645324,78.0595560482706,13033.722614407467,13560.209225209519,10545.813683309983,1200.0,9487.405027218649,1686.6175434552574
B3,2025-06-21,17613.719039765387,619.5771737991365,18233.296213564525,310.55903433685427,14160.396176424521,13883.40909250431,11631.887191312788,1200.0,10415.123235782465,1257.3666252504847
B3,2025-06-22,53133.49504083472,6498.003077485159,59631.49811831988,1841.9427256354918,8731.137475037083,20286.472138754165,16483.67239511631,1200.0,9524.267257741898,1200.0
B3,2025-06-23,54959.23361376261,2187.6474304591657,57146.88104422178,625.4895139068645,10277.792667169251,18969.41930329706,15151.173910591779,1200.0,9325.27778805338,1437.8396945320433
B3,2025-06-24,54589.6116316466,37319.802932696395,91909.414564343,8416.226010094255,6284.28270079788,18871.817710433494,15207.028277072952,1200.0,9425.825596832448,1525.777548285571
B3,2025-06-25,53696.21929135654,8337.861728702062,62034.0810200586,2217.583123215981,6859.120592159767,17973.13434786308,14723.27728973485,1200.0,9460.555134937522,1342.4014727680642
B3,2025-06-26,54041.91962837152,6719.774230929956,60761.69385930148,1487.771968351809,10657.656549264682,18178.550639147095,14852.787343200405,1200.0,9413.653084272555,1200.0
B3,2025-06-27,17750.989069686297,711.3981432517917,18462.387212938087,285.03097573348174,13704.018652315224,12838.663306705059,10295.645359137574,1200.0,9890.17619131385,1315.191021437253
B3,2025-06-28,16791.68937799568,1310.5925350101597,18102.28191300584,470.3208189078863,10552.325064679662,13343.290855406049,10890.01831895644,1200.0,10291.881897469786,1224.1324369066556
B3,2025-06-29,51098.40850753277,6685.563483985713,57783.971991518476,1957.1195804226227,5113.929233309587,19176.51812095972,15478.817272554354,1200.0,10500.029241946606,1284.3128873766784
B3,2025-06-30,56645.19581504016,4500.170468949773,61145.36628398993,1144.9042035403186,10823.711241808796,18161.41569765312,14786.628313738041,1200.0,9553.694571523023,1200.0
B3,2025-07-01,64858.232481079984,24207.44744295892,89065.67992403891,4963.95780566563,9901.895822622813,17132.590306050864,13877.398147901204,1200.0,9467.014860724745,1200.0
B3,2025-07-02,63229.49747237698,23276.961163181528,86506.4586355585,4559.77447460156,13949.574619515406,14906.74056803649,12074.459860109559,1200.0,9332.33767935512,1200.0
B3,2025-07-03,60412.02423590492,45260.106506739896,105672.13074264482,9304.680751963122,6135.616114359013,16464.13043685215,13335.94565385024,1200.0,9024.442247026189,1200.0
B3,2025-07-04,22790.13049931292,27796.201989527166,50586.33248884009,7474.830962333571,15758.937772973793,10730.252501087643,8691.504525880991,1200.0,9017.633067623628,1200.0
